zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
700046,Financial Services,28,"Srei Infrastructure Finance Limited provides financial services in India. The company offers asset finance, leasing, and loans for purchase of construction and mining equipment, tippers, IT and allied equipment, medical and allied equipment, farm equipment, and other assets. It also provides project finance services, such as term and syndicate loans, structured finance, financing/leasing, sale and lease back, as well as letter of credit and bank guarantee facilities; and advisory services, including planning, engineering, project structuring, transaction advisory, and project management consultancy for government and private sectors. In addition, the company offers investment banking services, which include initial public offers, delisting, buy-back, open offers, non-convertible debenture/bond placement, private equity, venture capital funding, and debt syndication, as well as insurance broking services. It operates 72 branches in 19 states in India. The company was formerly known as Srei International Finance Limited and changed its name to Srei Infrastructure Finance Limited in August 2004. The company was incorporated in 1985 and is headquartered in Kolkata, India. Srei Infrastructure Finance Limited is a subsidiary of Adisri Commercial Private Limited.",Kolkata,91 33 6160 7734,India,[],https://www.srei.com,1,"Vishwakarma, 86C",Credit Services,Topsia Road (South),0,0,-2.11071,,,-63.79006,,115,strong_buy,-1241500000,,132.5,6,,,,2,132.5,,,150,5242599936,320380502016,949299968,10.517,INR,1.887,,1,NSI,SREI INFRASTRUCTUR,Srei Infrastructure Finance Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SREINFRA.NS,finmb_9708742,in_market,,335.149,,,-0.016393423,,,,503086016,,,,-118.008,,,,1617148800,0.00046999997,-64257798144,-127.708,0.5,0.05508423,,0.60887,1680220800,,1640908800,,,164576212,1.364846,318156931072,2,,1297296000,9:5,,1552521600,,,3.1797283,,,,,,,,0,,,6.0,5.95,6.94225,0,0,,6.2,,1075864,6.0,5.577,0,5.95,,1075864,,,,1552521600,,,5.9,INR,,1076295,,,,3018515968,,,1134257,5.9,0.0,0,1076295,18.35,,,3.7,0,False,,0,6.2,6,,https://logo.clearbit.com/srei.com
122003,Basic Materials,6386,"SRF Limited manufactures, purchases, and sells technical textiles, chemicals, packaging films, and other polymers. It operates through Technical Textiles Business, Chemicals Business, Packaging Film Business, and Others segments. The company offers tyre cord, belting, coated, and laminated fabrics; and industrial and polyester industrial yarns. It also provides fluorochemicals under the Floron and Dymel brands, such as refrigerants for room air-conditioner, automobile air-conditioner, refrigerator, and chillers, as well as propellants for the pharmaceutical sector; and industrial chemicals used in various applications comprising feedstock for pharmaceutical and agrochemicals, metal de-greasing, etching of stainless steel and glass, and dry- foam blowing cleaning. In addition, the company provides advanced intermediates for the agrochemical and pharmaceutical industries. Further, the company provides bi-axially oriented polyethylene terephthalate films under PETLAR brand and bi-axially oriented polypropylene films under OPLAR brand. It serves in India, Germany, the United States, Belgium, Switzerland, and internationally. The company was formerly known as Shri Ram Fibres and changed its name to SRF Limited in 1990. The company was incorporated in 1970 and is headquartered in Gurugram, India. SRF Limited is a subsidiary of KAMA Holdings Limited.",Gurugram,91 12 4435 4400,India,[],https://www.srf.com,1,Block-C,Specialty Chemicals,Sector-45,0.23607999,0.14481,0.46046,,0.559,0.20098,27130349568,1386,buy,41759600000,,1764,2613,0.548,,,15,1781.73,44.853,,2202,7470300160,33760899072,114918899712,25.209,INR,392.986,,2,NSI,SRF LIMITED,SRF Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SRF.NS,finmb_881419,in_market,,6.962,,29.488,1.0935128,,105.95,,296420992,,,,254.079,,,,1617148800,0.23718001,16647199744,56.91,4.75,0.05508423,10.284204,0.51483,1680220800,,1640908800,,,143586991,0.616067,800024625152,2,,1634083200,5:1,,1643846400,,0.557,6.7399535,,-11.1,,24.662577,,,,0,,,2635.75,2648,2203.3286,0.0027127005,0.1093,,2677.5,,836122,2635.75,2487.652,7.15,2648,,836122,,,9.5,1643846400,,,2597.45,INR,45.9146,491749,,,,774548029440,,,831945,2597.45,0.0,0,491749,2773.35,,0.48,1192.03,0,False,0.0036000002,0,2677.5,2613,,https://logo.clearbit.com/srf.com
518004,Basic Materials,418,"Sree Rayalaseema Hi-Strength Hypo Limited engages in the production and sale of chemicals in India. The company operates through two segments, Chemical Manufacturing and Power generation. It provides sulphuric, chlorosulphonic, hydrochloric, and monochloro acetic acids; chloramine, purichlor, oleum, sodium dichloroisocyanurate, hydrogen gases; and aluminum sulphate, stable bleaching powder, sodium hydride, sodium methoxide powder, sodium methoxide solution, calcium hypochlorite, and water treatment chemicals. The company is involved in the generation and distribution of power through thermal, solar, and wind mills; and coal trading business. It also exports its products. Sree Rayalaseema Hi-Strength Hypo Limited was incorporated in 2005 and is based in Kurnool, India.",Kurnool,91 85 1822 2097,India,[],https://www.srhhl.com,1,"216, K.J.S.Complex",Chemicals,Bhagya Nagar,0.13713,0.06819,0.24273,,0.427,0.09481,1589380736,,buy,2392136000,,,446.8,0.543,,,,,11.734,,,1845960960,558328000,11590009856,107.533,INR,675.15,,2,NSI,SREE RAYALASEEMA H,Sree Rayalaseema Hi-Strength Hypo Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SRHHYPOLTD.NS,finmb_130640789,in_market,,0.551,,4.015,0.8771008,,18.82,,17164800,,,,277.153,,,,1617148800,0,790286976,46.036,3,0.05508423,1.6121058,0.65389,1680220800,,1640908800,,,5737557,1.478473,6381498368,2,,,,,1632268800,,0.543,0.6617106,,,,23.740702,,,,0,,,443.35,440.15,354.66574,0,0.0652,,454.7,,42623,443.35,420.398,0,440.15,,42623,,,3,1632268800,,,440.1,INR,9.705448,29563,,,,7669232640,,,82529,440.1,0.0,0,29563,523.0,,1.22,235.0,0,False,0.0067000003,0,454.7,446.8,,https://logo.clearbit.com/srhhl.com
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360005,Consumer Defensive,26,"Shree Ram Proteins Limited engages in pressing and crushing of cotton seeds in India. Its products include cotton linter, seed meal, seed hull, seed wash oil, and seed refine oil; and soybean meal, rapeseed meal, groundnut meal, and raw cotton bales. The company also exports its products. Shree Ram Proteins Limited was incorporated in 2008 and is based in Rajkot, India.",Rajkot,91 28 2528 0634,India,[],https://shreeramproteins.com,1,Imperial Heights Tower-B,Farm Products,"Office No. B-206, Second Floor 150 Feet Ring Road Opposite Big Bazar",0.05193,0.02939,0.07459,,0.329,0.048499998,140177504,,none,110378000,,,119,,,,,,92.931,,,1785000,452910016,2699150080,0.083,INR,126.114,,,NSI,Shree Ram Proteins Ltd.,Shree Ram Proteins Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SRPL.NS,finmb_412309384,in_market,,1.114,,21.445,2.3286908,,,,21420000,,,,22.846,,,,1617148800,,79319000,3.705,,0.05508423,5.2087893,,1680220800,,1640908800,,,14367172,-0.564081,3006077696,2,,,,,,,,1.03485,,,,,,,,0,,,125.15,129,55.78725,0,0,,129.0,,151465,125.15,108.23,0,129,,151465,,,,,,,118.9,INR,32.11876,238637,,,,2793215488,,,300759,118.9,0.0,,238637,138.0,,,29.65,0,False,,,129.0,119,,https://logo.clearbit.com/shreeramproteins.com
400051,Financial Services,24452,"Shriram Finance Limited, a non-banking finance company, primarily provides commercial vehicle financing services in India. It offers commercial vehicle loans for commercial goods vehicles, passenger commercial vehicles, tractors and farm equipment, and construction equipment. The company also provides business loans; deposits; working capital loans; life and general insurance products; emergency credit line guarantee schemes; consumer finance; stock broking services; and chit and mutual funds. As of June 30, 2021, it operated a network of 1,821 branches. The company also offers its products 809 rural centers, and partnerships with 500 private financiers. It primarily serves first time buyers, driver-turned-owners, and small road transport operators. The company was formerly known as Shriram Transport Finance Company Limited and changed its name to Shriram Finance Limited in December 2021. Shriram Finance Limited was incorporated in 1979 and is headquartered in Mumbai, India.",Mumbai,91 22 4095 9595,India,[],https://www.stfc.in,1,Wockhardt Towers,Credit Services,"Level-3, West Wing, C-2 G-Block, Bandra-Kurla Complex Bandra (East)",0,0.26563,0.98248,,0.109,0.34919,,,none,81488500000,,,1183,-0.141,,,,,357.763,,,157273194496,886217506816,89845399552,586.662,INR,345.451,,,NSI,SHRIRAM TRANSPORT,Shriram Transport Finance Company Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SRTRANSFIN.NS,finmb_9438360,in_market,,11.646,,,-0.11819911,,,,270520000,,,,921.916,,,,1617148800,0.42408,23865600000,91.748,12,0.05508423,1.2831972,0.28461,1680220800,,1640908800,,,265832079,1.074123,1046339125248,2,,,,,1646956800,,-0.065,3.5619538,,,,,,,,0,,,1180.9,1192,1313.558,0.022017105,0.2167,,1197.15,,1192975,1180.9,1153.392,26,1192,,1192975,,,32,1646956800,,,1178.45,INR,12.894014,467562,,,,320025165824,,,1234480,1178.45,0.0,0,467562,1696.4,,1.08,1002.0,0,False,0.027,0,1197.15,1183,,https://logo.clearbit.com/stfc.in
160019,Consumer Cyclical,2171,"Steel Strips Wheels Limited engages in the design, manufacture, and sale of steel wheel rims and alloy wheel rims for automotive vehicles in India and internationally. It offers its products for two and three wheelers, cars, multi utility vehicles, tractors, commercial vehicles, OTR vehicles, and trailers and caravan vehicles. The company was incorporated in 1985 and is headquartered in Chandigarh, India.",Chandigarh,91 17 2279 3112,India,[],https://sswlindia.com,1,SCO 49-50,Auto Parts,Sector 26 Madhya Marg,0.13236,0.06292,0.385,,0.641,0.10965,4230844928,1040,buy,6503366000,,1040,883.25,0.48,,,1,1040,106.93,,1040,696780992,9203676160,31965636608,22.311,INR,1026.11,,2.5,NSI,STEEL STRIPS WHEEL,Steel Strips Wheels Limited,Asia/Kolkata,IST,False,19800000,EQUITY,SSWL.NS,finmb_12703529,in_market,,1.125,,8.501,1.6294856,,58.67,,31218900,,,,275.678,,,,1617148800,0,2011383040,64.324,1,0.05508423,3.203919,0.61064,1680220800,,1640908800,,,5343464,0.801597,35967492096,2,,1637193600,2:1,,1632268800,,0.485,0.8626168,,,,15.054543,,,,0,,,868.9,877.25,817.7921,0,0.0156,,885.0,,77477,868.9,797.566,0,877.25,,77477,,,1,1632268800,,,865.4,INR,13.731267,28670,,,,27574093824,,,45970,865.4,0.0,0,28670,979.2,,,322.5,0,False,0.0011,0,885.0,883.25,,https://logo.clearbit.com/sswlindia.com
560076,Healthcare,2390,"Strides Pharma Science Limited develops, manufactures, and sells pharmaceutical products in Africa, Australasia, North America, Europe, Asia, India, and internationally. The company offers pharma generics in various forms, such as tablets, hard and soft gelatin capsules, sachets, and oral liquids, as well as semi powders, solids, ointments, and creams. It also develops branded generics products for the treatment of chronic therapies, including women's health, central nervous system, cardiovascular, diabetes, dermatology, and probiotics under the Renerve, Unibrol, Clavicin, Combiart, Solcer, Melonax, Duotab, and Vitafer brands; and drugs in the anti-retroviral, anti-malarial, anti-tuberculosis, Hepatitis, and other infectious disease drug segments for institutional business. The company was formerly known as Strides Shasun Limited and changed its name to Strides Pharma Science Limited in July 2018. Strides Pharma Science Limited was incorporated in 1990 and is headquartered in Bengaluru, India.",Bengaluru,91 80 6784 0000,India,[],https://www.strides.com,1,Strides House,Drug Manufacturers—Specialty & Generic,Bilekahalli Bannerghatta Road,0.02113,-0.14243001,0.50688,,-0.045,-0.03506,657652480,360,buy,18944740000,,450,362,,,,5,545.8,113.468,,895,4197609984,27615090688,31127250944,46.747,INR,346.928,,2.2,NSI,STRIDES PHARMA SCI,Strides Pharma Science Limited,Asia/Kolkata,IST,False,19800000,EQUITY,STAR.NS,finmb_1507410,in_market,,1.807,,85.537,-0.59669614,,12.8,,89790200,,,,268.144,,,,1617148800,0.32021,-4425129984,-49.413,2.5,0.05508423,1.3500208,0.31708,1680220800,,1640908800,,,52290693,0.895694,56253820928,2,,,,,1628121600,,,1.0442314,,-0.26,,28.28125,,,,0,,,367.7,368.9,510.39975,0,,,371.0,,897795,367.7,353.324,0,368.9,,897795,,,2.5,1628121600,,,360.6,INR,,595506,,,,32504051712,,,1081893,360.6,0.0,0,595506,947.0,,1.2,304.2,0,False,0.0068,0,371.0,362,,https://logo.clearbit.com/strides.com
700088,Basic Materials,703,"Star Cement Limited manufactures and sells cement and clinker products in north eastern and eastern states of India. It operates through Cement and Power segments. The company offers ordinary Portland, Portland pozzolana, Portland slag, and antirust cement products under the Star Cement brand. It also generates power. The company markets its products through a network of dealers and retailers. It also exports its products to Nepal and Bhutan. The company was formerly known as Cement Manufacturing Company Limited and changed its name to Star Cement Limited in June 2016. Star Cement Limited was incorporated in 2001 and is based in Kolkata, India. Star Cement Limited is a subsidiary of Century Plyboards (India) Limited.",Kolkata,91 33 2248 4169,India,[],https://www.starcement.co.in,1,Century House,Building Materials,"2nd Floor, P-15/1 Taratala Main Road CPT Colony, Taratala",0.14809,0.117410004,0.74362,,0.31,0.107,3073273856,137,strong_buy,12910918000,,169,93.2,,,,8,163.13,1.775,,180,5048626176,388568000,20752066560,12.557,INR,50.505,,1.4,NSI,STAR CEMENT LTD,Star Cement Limited,Asia/Kolkata,IST,False,19800000,EQUITY,STARCEMENT.NS,finmb_36344234,in_market,,1.586,,10.709,-0.028586268,,9.89,,404180000,,,,53.145,,,,1617148800,0.063,2436457984,5.93,1,0.05508423,1.7536926,0.85028,1680220800,,1640908800,,,102571581,0.633856,32911728640,2,,,,,1581897600,,,1.8152205,,,,9.423659,,,,0,,,93.05,93.05,100.55475,0,0,,94.2,,167180,93.05,91.763,0,93.05,,167180,,,,1581897600,,,93.0,INR,15.716695,92520,,,,37669576704,,,207062,93.0,0.0,0,92520,120.0,,,85.5,0,False,,0,94.2,93.2,,https://logo.clearbit.com/starcement.co.in
700001,Basic Materials,417,"Star Paper Mills Limited manufactures and supplies paper and paper boards in India and internationally. It offers a range of industrial packaging and cultural papers. The company was incorporated in 1936 and is based in Kolkata, India.",Kolkata,91 33 2242 7380,India,[],https://www.starpapers.com,1,Duncan House,Paper & Paper Products,"2nd Floor 31, Netaji Subhas Road",0.11399,0.08757,0.49673998,,0.416,0.09787,346960000,,none,1313519000,,,170,-0.082,,,,,0.183,,,1089383936,9308000,3043730944,69.741,INR,195.138,,,NSI,STAR PAPER MILLS,Star Paper Mills Limited,Asia/Kolkata,IST,False,19800000,EQUITY,STARPAPER.NS,finmb_9440443,in_market,,0.519,,4.55,0.5465697,,42.05,,15608400,,,,326.354,,,,1617148800,0,266528000,17.085,2.5,0.05508423,0.52090675,0.54221,1680220800,,1640908800,,,6458250,0.921438,1578514432,2,,,,,1631750400,,-0.081,0.8763202,,,,4.042806,,,,0,,,169.0,169.95,144.25626,0,0.1464,,174.85,,505198,169.0,143.517,0,169.95,,505198,,,2.5,1631750400,,,167.35,INR,9.95025,356104,,,,2667282944,,,258619,167.35,0.0,0,356104,181.7,,,108.35,0,False,0.0148,0,174.85,170,,https://logo.clearbit.com/starpapers.com
110001,Industrials,212,"The State Trading Corporation of India Ltd. engages in the trading business worldwide. The company exports and imports various products, including rice, wheat, sugar, pulses, edible oils, fertilizers, coals, bullion, etc. It also offers hydrocarbons, metals, minerals, ores, and petro-chemicals products. The State Trading Corporation of India Ltd. was incorporated in 1956 and is based in New Delhi, India.",New Delhi,91 11 2331 3177,India,[],https://www.stclimited.co.in,1,Jawahar Vyapar Bhawan,Conglomerates,Tolstoy Marg,-0.54876,0,0.62871,,-0.458,-2.14851,-55425000,,none,41000000,,,108.05,,,,,,,,,2925199872,19868700672,101000000,48.753,INR,1.683,,,NSI,STATE TRD CORP IND,The State Trading Corporation of India Ltd.,Asia/Kolkata,IST,False,19800000,EQUITY,STCINDIA.NS,finmb_8910895,in_market,,231.975,,-422.724,0.46875,,,,60000000,,,,-792.195,,,,1617148800,0,-960099968,-15.995,2,0.05508423,,0.9,1680220800,,1640908800,,,5611800,0.800266,23429500928,2,,1205884800,2:1,,1379548800,,,64.188126,,,,,,,,0,,,110.15,111.05,104.26675,0,0,,111.9,,124744,110.15,101.108,0,111.05,,124744,,,,1379548800,,,107.05,INR,,44213,,,,6483000320,,,97596,107.05,0.0,0,44213,138.8,,,73.35,0,False,,0,111.9,108.05,,https://logo.clearbit.com/stclimited.co.in
530016,Financial Services,355,"Steel City Securities Limited provides retail stock broking services in southern parts of India. It provides a trading platform of capital market, futures and options, commodities, and currency derivatives; acts as a depository participant; offers margin trading facility for stocks or derivatives traded on NSE and BSE; and distributes mutual funds, credit cards, corporate fixed deposits, bonds, and IPOs. The company also promotes pension schemes for the retirement benefits of employees and business people; offers insurance agency services, and online payment system for online and offline trading clients; and provides non-banking financial services, such as project finance loans, housing loans, personal loans, gold loans, and loans against securities, as well as a mobile trading application. In addition, it offers e-governance products, such as PAN, TAN, e-TDS and e-TCS returns/statements, E- sign, annual information return, GST returns, and form 24G, as well as change requests of PAN and TAN. The company was incorporated in 1995 and is headquartered in Visakhapatnam, India.",Visakhapatnam,91 89 1256 3581,India,[],https://www.steelcitynettrade.com,1,"49-52-5/4, Shanthipuram",Capital Markets,Sankaramatam Road,0,0.20924,0.98403,,0.246,0.26961002,,177,none,539697766,,177,64,0.539,,,1,177,1.789,,177,784369024,17989000,648239936,51.838,INR,42.924,,,NSI,STEEL CITY SECURIT,Steel City Securities Limited,Asia/Kolkata,IST,False,19800000,EQUITY,STEELCITY.NS,finmb_98194834,in_market,,0.307,,,0.830703,,,,15107100,,,,66.512,,,,1617148800,,135636736,8.981,1,0.05508423,0.96223235,,1680220800,,1640908800,,,4938346,0.755293,198985968,2,,,,,1645660800,,0.546,1.491507,,,,,,,,0,,,60.25,61.45,62.258,0.033195022,0.3341,,64.8,,55178,60.25,61.701,2,61.45,,55178,,,2,1645660800,,,60.95,INR,7.1261554,132012,,,,966854400,,,47711,60.95,0.0,,132012,98.7,,4.82,33.55,0,False,0.0313,,64.8,64,,https://logo.clearbit.com/steelcitynettrade.com
